ID,Action Date,Title,Vote,Meeting Body,File #
5152,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Peninsula Corridor Joint Powers Board against the City and County of San Francisco for $975,000; the lawsuit was filed on February 14, 2019, in the Superior Court of California, County of San Francisco, Case No. CGC-19-573781; entitled Peninsula Corridor Joint Powers Board v. Golden Bay Fence Plus Iron Works, Inc., et al.; the lawsuit involves alleged trespass onto the Peninsula Corridor Joint Powers Board’s real property and damage to that property, including the severing of subsurface fiber optic lines; other material terms of the sett",Aye,Board of Supervisors,211220
5153,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Brendan Mannix against the City and County of San Francisco for $225,000; the lawsuit was filed on August 16, 2018, in San Francisco Superior Court, Case No. CGC-18-568967; entitled Brendan Mannix v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Board of Supervisors,211222
5154,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Noel Clay against the City and County of San Francisco for $70,750; the lawsuit was filed on January 16, 2019, in San Francisco Superior Court, Case No. CGC-19-572858; entitled Noel Clay v. City and County of San Francisco, Etelvina Blanco; the lawsuit involves an alleged injury when plaintiff’s vehicle collided with a Department of Public Works vehicle.",Aye,Board of Supervisors,211224
5155,2/1/2022,"Resolution approving the settlement of the unlitigated claims filed by Luxe Valet, Inc. against the City and County of San Francisco for $243,233 plus release of outstanding gross receipts tax and payroll expense tax liabilities and related penalties, interest, and fees for tax years 2015-2017; the claims were filed on July 25, 2019, and September 13, 2019; the claims involve a refund of parking, gross receipts, and payroll expense taxes.",Aye,Board of Supervisors,211226
5156,2/1/2022,"Ordinance amending the Administrative Code to authorize a cash revolving fund with a maximum amount of $7,000 for the Office of the City Administrator - Real Estate Division.",Aye,Board of Supervisors,211225
5157,2/1/2022,"Ordinance amending the Planning Code to designate 2778-24th Street (aka Casa Sanchez Building), Assessor’s Parcel Block No. 4210, Lot No. 018, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,211233
5158,2/1/2022,"Resolution approving the settlement of the unlitigated claim filed by Peanut Wagon, Inc. against the City and County of San Francisco for $68,141.36; the claim was filed on July 15, 2021; the claim involves an alleged overpayment of property taxes.",Aye,Board of Supervisors,211251
5159,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Antoine Fisher, Jayel Whitted, and Tonya Lett against the City and County of San Francisco, et al., for $135,000; the lawsuit was filed on July 2, 2019, in San Francisco Superior Court, Case No. CGC 19-577331; entitled Antoine Fisher, et al., vs. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Board of Supervisors,211250
5160,2/1/2022,"Resolution approving the settlement of the unlitigated claim filed by FC 5M M2 Exchange, LLC against the City and County of San Francisco for $890,852 plus statutory interest; the claim was filed on May 25, 2021; the claim involves an alleged overpayment of real property transfer taxes.",Aye,Board of Supervisors,211252
5161,2/1/2022,"Ordinance amending the Administrative Code to require landlords pursuing certain types of evictions to first provide their tenants written notice and an opportunity to cure, unless the eviction is based on an imminent health or safety issue or the non-payment of COVID-19 rental debt; and making findings that the eviction protections in the Rent Ordinance are more protective than those found in State law pursuant to California Civil Code, Section 1946.2.",Aye,Board of Supervisors,211265
5162,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Regina Tatevosyan against the City and County of San Francisco for $60,000; the lawsuit was filed on March 7, 2019, in San Francisco Superior Court, Case No. CGC-19-574376; entitled Regina Tatevosyan v. City and County of San Francisco, et al.; the lawsuit involves alleged personal injury on a City sidewalk.",Aye,Board of Supervisors,220002
5163,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Dacari Spiers against the City and County of San Francisco for $700,000; the lawsuit was filed on March 6, 2020, in United States District Court, Northern District of California, Case No. 20-cv-01357-JSC; entitled Dacari Spiers v. City and County of San Francisco, et al.; the lawsuit involves an alleged civil rights violation.",Aye,Board of Supervisors,211221
5164,2/1/2022,"Resolution declaring the results of a special landowner election for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island); and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211200
5165,2/1/2022,"Resolution declaring the results of a special landowner election for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island); and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211200
5166,2/1/2022,"Ordinance adding territory to and adopting amendments to the Infrastructure Financing Plan for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island) and project areas therein; and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211196
5167,2/1/2022,"Ordinance adding territory to and adopting amendments to the Infrastructure Financing Plan for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island) and project areas therein; and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211196
5168,2/1/2022,"Ordinance retroactively authorizing the Department of Public Health to accept and expend a grant increase in the amount of $2,246,359 for a total amount of $3,390,998 from the Centers for Disease Control and Prevention for participation in a program, entitled “Strengthening Sexually Transmitted Disease Prevention and Control for Health Departments (Sexually Transmitted Disease Prevention and Control for Health Departments),” for the period of January 1, 2021, through December 31, 2021; and amending Ordinance No. 166-20 (Annual Salary Ordinance File No. 200568 for Fiscal Years 2020-2021 and 202",Aye,Board of Supervisors,211264
5169,2/1/2022,"Resolution approving and authorizing the execution of a No-Fee License with the City of Daly City for the operation and maintenance of two Groundwater Project Wells on land owned by the City of Daly City located at 377 and 370 South Park Plaza Drive, Daly City, San Mateo County, California; and authorizing the San Francisco Public Utilities Commission's General Manager to execute documents, make certain modifications, and take certain actions in furtherance of this Resolution, as defined herein, for a term to commence upon execution of the License through June 30, 2034.",Aye,Board of Supervisors,211227
5170,2/1/2022,"Resolution apologizing on behalf of the Board of Supervisors of the City and County of San Francisco to Chinese immigrants and their descendants for systemic and structural discrimination, targeted acts of violence, and atrocities; and committing to the rectification and redress of past policies and misdeeds.",Aye,Board of Supervisors,211240
5171,2/1/2022,"Resolution 1) approving and authorizing the Director of Property, on behalf of the Department of Homelessness and Supportive Housing (“HSH”), to acquire certain property located at 835 Turk Street (“Property”) for $25,650,000 plus an estimated $51,300 for typical closing costs, for a total anticipated amount of $25,701,300; 2) approving and authorizing HSH, on behalf of the City, to apply to the California Department of Housing and Community Development for its Homekey Grant Program to purchase the Property; 3) approving and authorizing an Agreement of Purchase and Sale for Real Estate for the",Aye,Board of Supervisors,220015
5172,2/1/2022,"Resolution authorizing the issuance and delivery of multifamily housing revenue bonds (tax-exempt) in an aggregate principal amount not to exceed $40,776,000 and multifamily housing revenue bonds (taxable) in an aggregate principal amount not to exceed $10,000,000, for a total aggregate principle amount not to exceed $50,776,000, for the purpose of providing financing for the acquisition and rehabilitation of a 69-unit, affordable multifamily rental housing project located at 4101 Noriega Street, 363 Noe Street, 200 Randolph/409 Head Street, 2206-2268 Great Highway and 1357-1371 Eddy Street (a",Aye,Board of Supervisors,220017
5173,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Leadwell Global Property LLC against the City and County of San Francisco for a stipulated assessed value of the real property located at 1 Nob Hill Circle, aka 999 California Street, San Francisco, CA (Assessor’s Parcel Block No. 0255, Lot No. 002) (the “Subject Property”) of $152,600,000 as of February 28, 2017, contingent upon the Assessment Appeals Board’s approval; the lawsuit was filed on June 26, 2020, in San Francisco Superior Court, Case No. CGC-20-585163; entitled Leadwell Global Property LLC v. City and County of San Francisco",Aye,Board of Supervisors,211223
5174,2/1/2022,"Resolution authorizing the Public Defender’s “MAGIC” (Mobilization for Adolescent Growth in our Communities) Programs in the Bayview and Fillmore/Western Addition Neighborhoods, and expressing the Board of Supervisors’ continued support for those programs.",Aye,Board of Supervisors,220049
5175,2/1/2022,"Ordinance amending the Administrative Code to create the Central SoMa Legacy Business & PDR Support Fund and the Jackson Playground Park Fund; crediting payments to be made by KR Flower Mart, LLC under the Flower Mart Development Agreement against Eastern Neighborhoods Infrastructure Fees under Planning Code Section 423 and Transportation Sustainability Fees under Planning Code Section 411A; authorizing the City to accept land located at 71 Boardman Place and 356 Harriet Street (Assessor's Block 3779, Lots 084 and 112) for affordable housing; and providing KR Flower Mart, LLC credit against Jo",Aye,Board of Supervisors,211298
5176,2/1/2022,"Motion approving the Mayor’s nomination for the appointment of Stephanie Cajina to the Municipal Transportation Agency Board of Directors, for a term ending March 1, 2022.",Aye,Board of Supervisors,211279
5177,2/1/2022,"Motion reappointing Supervisor Gordon Mar, term ending February 4, 2026, to the Local Agency Formation Commission.",Aye,Board of Supervisors,220055
5178,2/1/2022,"Motion reappointing Supervisor Dean Preston, term ending February 4, 2026, as an alternate to the Local Agency Formation Commission.",Excused,Board of Supervisors,220056
5179,2/1/2022,"Motion appointing Andrea Marmo Crawford and Timothy Mathews, terms expiring November 21, 2022, to the Citizens General Obligation Bond Oversight Committee.",Aye,Board of Supervisors,220067
5180,2/1/2022,"Closed Session for the Board of Supervisors to convene on February 15, 2022, pursuant to California Government Code, Section 54956.9(a), and San Francisco Administrative Code, Section 67.10(d)(1), for the purpose of conferring with, or receiving advice from, the City Attorney regarding the following existing litigation in which the City is a petitioner and Pacific Gas & Electric Company is an adverse party: City and County of San Francisco v. Federal Energy Regulatory Commission, (United States Court of Appeals, D. C. Circuit), No. 20-1313, petition for review filed August 17, 2020, consolidat",Aye,Board of Supervisors,220025
5181,2/1/2022,"Resolution extending by 90 days the prescribed time within which the Historic Preservation Commission may render its decision on a proposed Resolution (File No. 210426) initiating a landmark designation under Article 10 of the Planning Code for Lincoln Park, formerly known as City Cemetery, Assessor’s Parcel Block No. 1313, Lot No. 029.",Aye,Board of Supervisors,220095
5182,2/1/2022,"Resolution celebrating 2022 as the Year of the Tiger, and recognizing February 1, 2022, as the start of Lunar New Year 4720 in the City and County of San Francisco.",Aye,Board of Supervisors,220096
5183,2/1/2022,Resolution urging the State of California to reform its Cannabis Cultivation Tax.,Aye,Board of Supervisors,220097
5184,2/1/2022,"Resolution supporting California State Assembly Bill No. 256 - The California Racial Justice Act for All, introduced by State Assembly Members Ash Kalra, Sydney Kamlager, Robert Rivas, and Miguel Santiago, that would the apply the protections of the California Racial Justice Act to everyone, regardless of when discrimination in the court occurred.",Aye,Board of Supervisors,220098
5185,2/1/2022,"Motion concurring in actions taken by the Mayor in the Forty-Third Supplement to the Proclamation of Emergency to meet the ongoing local emergency related to the novel coronavirus COVID-19 pandemic by authorizing the issuance by the City of notices of violation and penalties for failing to comply with the Health Officer’s January 13, 2022, order requiring that certain healthcare facilities offer and conduct SARS-CoV-2 testing.",Aye,Board of Supervisors,22123
5186,2/1/2022,"Motion concurring in actions taken by the Mayor in the Forty-Fourth Supplement to the Proclamation of Emergency to meet the ongoing local emergency related to the novel coronavirus COVID-19 pandemic by authorizing the Controller to develop and issue a policy to allow the City to continue to provide funding under existing agreements to non-profit organizations that are unable to provide services under contracts or grant agreements with the City due to disruptions related to COVID-19 during the local emergency, and authorizing a program to provide additional paid sick leave to City employees and",Aye,Board of Supervisors,220100
5187,2/1/2022,"Resolution supporting California State Assembly Bill No. 1594, introduced by Assembly Members Phil Ting, Mike Gipson, and Christopher Ward on January 3, 2022, that would specify that a gun industry member has created or maintained a public nuisance if their failure to follow federal, state, or local law caused injury or death or if the gun industry member engaged in unfair business practices.",Aye,Board of Supervisors,220115
5188,2/1/2022,"Resolution supporting California State Assembly Bill No. 452, introduced by Assembly Member Friedman on February 8, 2021, that would require a school district, county office of education, and charter school to inform parents and guardians of pupils at the beginning of each semester or quarter of the regular school term, and during any new enrollment or transfer, of California’s child access prevention laws and laws relating to the safe storage of firearms, as specified; and would require the State Department of Education, on or before July 1, 2023, to develop concise content for the notice reg",Aye,Board of Supervisors,220116
5189,1/31/2022,"Motion adopting findings pursuant to the California Environmental Quality Act (“CEQA”), and the CEQA Guidelines including findings of fact and decision, evaluation of mitigation measures, the adoption of a mitigation, monitoring and reporting program, and adoption of the Final Mitigated Negative Declaration in connection with the proposed San Francisco Fire Department Training Facility at 1236 Carroll Avenue, a site consisting of two city blocks bounded by Carroll Avenue, Hawes Street, Armstrong Avenue, and Griffith Street, totaling approximately 7.28 acres.",Aye,Land Use and Transportation Committee,220054
5190,1/31/2022,"Ordinance amending the Administrative Code to create the Housing Innovation Program to develop, finance, and support certain additional housing opportunities for low-income and moderate-income residents, including loans and technical assistance for certain low-income and moderate-income property owners to construct accessory dwelling units or other new units on their property, subject to certain conditions, loans for certain low-income and moderate-income tenants who are at risk of displacement and licensed childcare providers, and grants for organizations to create marketing and educational m",Aye,Land Use and Transportation Committee,211232
5191,1/31/2022,"Ordinance amending the Administrative Code to create the Housing Innovation Program to develop, finance, and support certain additional housing opportunities for low-income and moderate-income residents, including loans and technical assistance for certain low-income and moderate-income property owners to construct accessory dwelling units or other new units on their property, subject to certain conditions, loans for certain low-income and moderate-income tenants who are at risk of displacement and licensed childcare providers, and grants for organizations to create marketing and educational m",Aye,Land Use and Transportation Committee,211232
5192,1/31/2022,"Hearing to learn more about Pacific Gas and Electric Company (PG&E) and San Francisco Public Utilities Commission roles in providing power to City projects and affordable housing, and about the impact of PG&E requirements on project timelines, budgets, and power source decisions; and requesting PG&E, San Francisco Public Utilities Commission, Mayor's Office of Housing and Community Development, and Municipal Transportation Agency to report.",Aye,Land Use and Transportation Committee,210322
5193,1/31/2022,"Hearing to address concerns on residential vacancies, data regarding vacancies, causes, and potential policy solutions to activate vacant units for residential use; and requesting the Budget and Legislative Analyst to report.",Aye,Land Use and Transportation Committee,210295
5194,1/25/2022,"Ordinance amending the Planning Code to conditionally permit Bars in the Castro Street Neighborhood Commercial District; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.; and making findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors,211093
5195,1/25/2022,"Ordinance amending the Administrative Code to provide members of the Public Works Commission, Sanitation and Streets Commission, and Sheriff’s Department Oversight Board with health insurance coverage through the San Francisco Health Service System.",Aye,Board of Supervisors,211100
5196,1/25/2022,"Ordinance amending the Municipal Elections Code to require the Director of Elections to submit information documenting the City’s intended open source voting pilot program to the California Secretary of State, on behalf of the Board of Supervisors, and, upon approval of the Secretary of State, to implement such a system for use at the November 8, 2022, election.",Aye,Board of Supervisors,211303
5197,1/25/2022,"Ordinance approving a lease between the City and County of San Francisco and Dolphin Swimming and Boating Club, a California non-profit corporation, for City property located at 502 and 504 Jefferson Street, with an annual rent of 10% of all gross receipts that are not derived from its annual Dolphin Day and 4% of all gross receipts that are derived from its annual Dolphin Day, for a term of 25 years with an option to extend for 24 years, and general public access requirements; waiving the Administrative Code’s market rent determination requirement that otherwise would apply to this lease; and",Aye,Board of Supervisors,211133
5198,1/25/2022,"Ordinance retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $658,150 from the California Department of Public Health for participation in a program, entitled “California Home Visiting State General Fund Expansion,” for the period of July 1, 2021, through June 30, 2023; and amending Ordinance No. 109-21 (Annual Salary Ordinance File No. 210644 for Fiscal Years 2021-2022 and 2022-2023) to provide for the addition of one grant-funded full-time position in Class 2830 Public Health Nurse (1.0 FTE).",Aye,Board of Supervisors,211201
5199,1/25/2022,"Ordinance amending the Administrative Code to authorize a cash revolving fund with a maximum amount of $7,000 for the Office of the City Administrator - Real Estate Division.",Aye,Board of Supervisors,211225
5200,1/25/2022,"Resolution authorizing the Office of Contract Administration to enter into PeopleSoft Contract ID 1000023748 between the City and County of San Francisco and Intervision Systems LLC for the purchase of networking equipment, software and hardware/software support manufactured by Juniper Networks Inc., with a contract not to exceed amount of $40,000,000 and a total contract duration of five years commencing on February 1, 2022, through January 31, 2027.",Aye,Board of Supervisors,211228
5201,1/25/2022,"Resolution retroactively authorizing the Department of Children, Youth and Their Families to accept and expend a grant in the amount of $10,000,000 from Crankstart for support to community-based organizations to provide before and aftercare programs for San Francisco Unified School District for Fiscal Years (FYs) 2021-2022 and 2022-2023.",Aye,Board of Supervisors,211238
5202,1/25/2022,"Resolution retroactively authorizing the Office of Economic and Workforce Development to accept and expend a grant in the amount of $500,000 from the North Valley Workforce Development Board, a recipient of the grant award from United States Department of Labor for CAREER National Dislocated Worker Grant to expand San Francisco’s public workforce development system to respond to an additional 100 dislocated workers impacted by COVID-19 for the grant period of October 1, 2021, through August 19, 2023.",Aye,Board of Supervisors,211239
5203,1/25/2022,"Resolution approving for purposes of Internal Revenue Code, Section 147(f), the Reissuance (for federal income tax purposes) of Revenue Obligations by the California Enterprise Development Authority in an aggregate principal amount not to exceed $11,400,000 to finance or refinance certain educational and related facilities owned by the National Center for International Schools.",Aye,Board of Supervisors,211243
5204,1/25/2022,"Resolution of Intention to establish City and County of San Francisco Special Tax District No. 2022-1 (Power Station), Improvement Area No. 1 and a Future Annexation Area; setting a hearing date for March 8, 2022, at 3:00 p.m.; and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211308
5205,1/25/2022,"Resolution of intention to incur bonded indebtedness and other debt for the City and County of San Francisco Special Tax District No. 2022-1 (Power Station), and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211307
5206,1/25/2022,"Resolution of intention to incur bonded indebtedness and other debt for the City and County of San Francisco Special Tax District No. 2022-1 (Power Station), and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors,211307
5207,1/25/2022,"Resolution receiving and approving an annual report for the Yerba Buena Community Benefit District for Fiscal Year (FY) 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,210880
5208,1/25/2022,"Resolution receiving and approving an annual report for the Ocean Avenue Community Benefit District for Fiscal Year (FY) 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,211014
5209,1/25/2022,"Resolution receiving and approving an annual report for the Castro/Upper Market Community Benefit District for Fiscal Year (FY) 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,211057
5210,1/25/2022,"Resolution receiving and approving an annual report for the Noe Valley Community Benefit District for Fiscal Year (FY) 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,211058
5211,1/25/2022,"Resolution receiving and approving an annual report for the Discover Polk Community Benefit District for Fiscal Year (FY) 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,211135
5212,1/25/2022,"Resolution receiving and approving annual reports for the Lower Polk Community Benefit District for Fiscal Years (FYs) 2018-2019 and 2019-2020, submitted as required by the Property and Business Improvement District Law of 1994 (California Streets and Highways Code, Sections 36600, et seq.), Section 36650, and the District’s management agreement with the City, Section 3.4.",Aye,Board of Supervisors,211183
5213,1/25/2022,"Ordinance amending the Planning Code to designate 2778-24th Street (aka Casa Sanchez Building), Assessor’s Parcel Block No. 4210, Lot No. 018, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Board of Supervisors,211233
5214,1/25/2022,"Ordinance amending the Administrative Code to require landlords pursuing certain types of evictions to first provide their tenants written notice and an opportunity to cure, unless the eviction is based on an imminent health or safety issue or the non-payment of COVID-19 rental debt; and making findings that the eviction protections in the Rent Ordinance are more protective than those found in State law pursuant to California Civil Code, Section 1946.2.",Aye,Board of Supervisors,211265
5215,1/25/2022,"Ordinance amending the Police Code to require the Police Department to perform an analysis for the implementation of Article 25, which, among other things, provides for registration of private protection and security services with the Police Department, to ensure that private security firms abide by all legal requirements and that they not engage in racial profiling or other discriminatory practices.",Aye,Board of Supervisors,210869
5216,1/25/2022,"Motion reappointing Jason Oringer, Coyote Martin, and Julienne Fisher, terms ending December 17, 2023, to the Sweatfree Procurement Advisory Group.",Aye,Board of Supervisors,210980
5217,1/25/2022,"Motion reappointing Jason Oringer, Coyote Martin, and Julienne Fisher, terms ending December 17, 2023, to the Sweatfree Procurement Advisory Group.",Aye,Board of Supervisors,210980
5218,1/25/2022,"Resolution urging the San Francisco Municipal Transportation Agency (SFMTA) to prioritize and expedite Vision Zero improvements around playgrounds, school zones, and senior zones; and to urge the SFMTA to implement newly allowed changes by Assembly Bill (AB) 43 by December 31, 2022.",Aye,Board of Supervisors,211311
5219,1/25/2022,"Hearing of the Board of Supervisors sitting as a Committee of the Whole on January 28, 2025, at 3:00 p.m., for the Members of the Board of Supervisors to hear and receive updates on the progress and implementation status of the Unites States Department of Justice recommendations regarding reforms within the Police Department; scheduled pursuant to Motion No. M20-125, approved on September 15, 2020.",Aye,Board of Supervisors,200777
5220,1/25/2022,"Resolution supporting California Senate Bill No. 830, authored by Senator Anthony Portantino on Education Finance: Supplemental Education Funding, to transition California’s K-12 school funding calculation from average daily attendance-based funding to enrollment-based funding to provide additional funding to school districts.",Aye,Board of Supervisors,220047
5221,1/25/2022,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on Tuesday, January 25, 2022, at 3:00 p.m., during the Regular Board of Supervisors meeting, to hold a public hearing on the City's response to address the Omicron surge, including increased testing and vaccination capacity and to coordinate response across city departments.",Aye,Board of Supervisors,220050
5222,1/25/2022,"Motion concurring in actions taken by the Mayor in the Forty-Second Supplement to the Proclamation of Emergency to meet the ongoing local emergency related to the novel coronavirus COVID-19 pandemic by authorizing the Director of Human Resources, until March 31, 2022, to waive or modify provisions of the Memoranda of Understanding with labor organizations representing sworn employees of the Fire Department and the Sheriff’s Department related to compensation, including overtime and premium pay, and to waive Charter or Administrative Code provisions limiting the cash out of accrued vacation bal",Aye,Board of Supervisors,220023
5223,1/25/2022,"Resolution urging the Mayor, Department of Public Health, Office of Economic and Workforce Development, Department of Emergency Management, and Human Services Agency to immediately establish a COVID Coordination Team to address the Omicron Variant Surge and other possible variant surges.",Aye,Board of Supervisors,220048
5224,1/25/2022,"Resolution urging the Mayor, Department of Public Health, Office of Economic and Workforce Development, Department of Emergency Management, and Human Services Agency to immediately establish a COVID Coordination Team to address the Omicron Variant Surge and other possible variant surges.",Aye,Board of Supervisors,220048
5225,1/20/2022,"Hearing on the report of the implementation of Mental Health SF, including positions funded in the Fiscal Years (FYs) 2020-2021 and 2021-2022 budgets, when the hiring process started for each position, when each position was actually filled, and how many positions continue to be vacant; and requesting the Department of Human Resources and Department of Public Health to report.",Aye,Government Audit and Oversight Committee,211160
5226,1/20/2022,"Resolution authorizing the Public Defender’s “MAGIC” (Mobilization for Adolescent Growth in our Communities) Programs in the Bayview and Fillmore/Western Addition Neighborhoods, and expressing the Board of Supervisors’ continued support for those programs.",Aye,Government Audit and Oversight Committee,220049
5227,1/20/2022,"Hearing on the findings and recommendations of the Office of the Controller's City Services Auditor (CSA) Audit Division performance audit of the Social Impact Partnership (SIP) Program of the San Francisco Public Utilities Commission (SFPUC); and requesting the SFPUC, CSA, and Sjoberg Evashenk Consulting, Inc. to report.",Aye,Government Audit and Oversight Committee,211316
5228,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Peninsula Corridor Joint Powers Board against the City and County of San Francisco for $975,000; the lawsuit was filed on February 14, 2019, in the Superior Court of California, County of San Francisco, Case No. CGC-19-573781; entitled Peninsula Corridor Joint Powers Board v. Golden Bay Fence Plus Iron Works, Inc., et al.; the lawsuit involves alleged trespass onto the Peninsula Corridor Joint Powers Board’s real property and damage to that property, including the severing of subsurface fiber optic lines; other material terms of the sett",Aye,Government Audit and Oversight Committee,211220
5229,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Dacari Spiers against the City and County of San Francisco for $700,000; the lawsuit was filed on March 6, 2020, in United States District Court, Northern District of California, Case No. 20-cv-01357-JSC; entitled Dacari Spiers v. City and County of San Francisco, et al.; the lawsuit involves an alleged civil rights violation.",Aye,Government Audit and Oversight Committee,211221
5230,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Brendan Mannix against the City and County of San Francisco for $225,000; the lawsuit was filed on August 16, 2018, in San Francisco Superior Court, Case No. CGC-18-568967; entitled Brendan Mannix v. City and County of San Francisco; the lawsuit involves an employment dispute.",Aye,Government Audit and Oversight Committee,211222
5231,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Leadwell Global Property LLC against the City and County of San Francisco for a stipulated assessed value of the real property located at 1 Nob Hill Circle, aka 999 California Street, San Francisco, CA (Assessor’s Parcel Block No. 0255, Lot No. 002) (the “Subject Property”) of $152,600,000 as of February 28, 2017, contingent upon the Assessment Appeals Board’s approval; the lawsuit was filed on June 26, 2020, in San Francisco Superior Court, Case No. CGC-20-585163; entitled Leadwell Global Property LLC v. City and County of San Francisco",Aye,Government Audit and Oversight Committee,211223
5232,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Noel Clay against the City and County of San Francisco for $70,750; the lawsuit was filed on January 16, 2019, in San Francisco Superior Court, Case No. CGC-19-572858; entitled Noel Clay v. City and County of San Francisco, Etelvina Blanco; the lawsuit involves an alleged injury when plaintiff’s vehicle collided with a Department of Public Works vehicle.",Aye,Government Audit and Oversight Committee,211224
5233,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Antoine Fisher, Jayel Whitted, and Tonya Lett against the City and County of San Francisco, et al., for $135,000; the lawsuit was filed on July 2, 2019, in San Francisco Superior Court, Case No. CGC 19-577331; entitled Antoine Fisher, et al., vs. City and County of San Francisco, et al.; the lawsuit involves an employment dispute.",Aye,Government Audit and Oversight Committee,211250
5234,1/20/2022,"Ordinance authorizing settlement of the lawsuit filed by Regina Tatevosyan against the City and County of San Francisco for $60,000; the lawsuit was filed on March 7, 2019, in San Francisco Superior Court, Case No. CGC-19-574376; entitled Regina Tatevosyan v. City and County of San Francisco, et al.; the lawsuit involves alleged personal injury on a City sidewalk.",Aye,Government Audit and Oversight Committee,220002
5235,1/20/2022,"Resolution approving the settlement of the unlitigated claims filed by Luxe Valet, Inc. against the City and County of San Francisco for $243,233 plus release of outstanding gross receipts tax and payroll expense tax liabilities and related penalties, interest, and fees for tax years 2015-2017; the claims were filed on July 25, 2019, and September 13, 2019; the claims involve a refund of parking, gross receipts, and payroll expense taxes.",Aye,Government Audit and Oversight Committee,211226
5236,1/20/2022,"Resolution approving the settlement of the unlitigated claim filed by Peanut Wagon, Inc. against the City and County of San Francisco for $68,141.36; the claim was filed on July 15, 2021; the claim involves an alleged overpayment of property taxes.",Aye,Government Audit and Oversight Committee,211251
5237,1/20/2022,"Resolution approving the settlement of the unlitigated claim filed by FC 5M M2 Exchange, LLC against the City and County of San Francisco for $890,852 plus statutory interest; the claim was filed on May 25, 2021; the claim involves an alleged overpayment of real property transfer taxes.",Aye,Government Audit and Oversight Committee,211252
5238,1/11/2022,"Ordinance appropriating $3,244,846 from the General Reserve to the Department of Elections to support additional costs from unforeseen elections for the San Francisco School Board of Education; this Ordinance requires a two-thirds approval vote of all members of the Board of Supervisors pursuant to Charter, Section 9.113(c).",Aye,Board of Supervisors,220012
